record_id,parent_department,organisation,unit,reporting_senior_post,grade,payscale_minimum,payscale_maximum,generic_job_title,fte_posts,professional/occupational_group,office_region
2466,Department for Education,Department for Education,Delivery Unit,DFE-2501,SEO (Statistical Officer) - National,48999,53884,Senior Executive Officer - Delivery Unit SEO-North West,1.0,Other,North West
2467,Department for Education,Teaching Regulation Agency,Teaching Regulation Agency,DFE-2215,EO - National,31479,31479,Executive Officer - Teaching Regulation Agency HEO-East Midlands,0.7,Other,East Midlands
2468,Department for Education,Department for Education,Technology Operations,DFE-2461,Grade 6 - National,70854,78241,Manager - Data Protection Office Grade 6-North East,1.0,Other,North East
2469,Department for Education,Department for Education,Enterprise Data for Insight,DFE-2392,HEO (Higher Statistical Officer) - National,40044,42778,Higher Executive Officer - Enterprise Data for Insight HEO-North West,2.0,Other,North West
2470,Department for Education,Department for Education,The Apprenticeships Service (DDAT)​,DFE-2486,Senior Executive Officer - National,42806,47047,Senior Executive Officer - The Apprenticeships Service (DDAT)​ SEO-North East,1.81,Other,North East
2471,Department for Education,Department for Education,CS Policy Profession Unit,DFE-2498,HEO - London,40132,42699,Higher Executive Officer - CS Policy Profession Unit SEO-London,1.0,Other,London
2472,Department for Education,Department for Education,Operations and Infrastructure Group,DFE-2536,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Schools Commercial Strategy SEO-Yorkshire and The Humber,2.0,Other,Yorkshire and The Humber
2473,Department for Education,Department for Education,Inclusive Mainstream,DFE-2647,HEO - London,40132,42699,Higher Executive Officer - Inclusive Mainstream HEO-London,2.0,Other,London
2474,Department for Education,Department for Education,Families Analysis,DFE-2152,HEO (Higher Statistical Officer) - National,40044,42778,Higher Executive Officer - Families Analysis HEO-South West,2.81,Other,South West
2475,Department for Education,Department for Education,Essential Skills and Multiply,DFE-2104,HEO - National,36000,38229,Higher Executive Officer - Essential Skills and Multiply HEO-Yorkshire and The Humber,1.67,Other,Yorkshire and The Humber
2476,Department for Education,Department for Education,School Strategy and System,DFE-2639,HEO - National,36000,38229,Higher Executive Officer - School Strategy and System HEO-Unknown,1.0,Other,Unknown
2477,Department for Education,Department for Education,Schools Productivity Unit,DFE-2651,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Schools Productivity Unit SEO-East Midlands,1.0,Other,East Midlands
2478,Department for Education,Department for Education,HR Services & Specialist Advice,DFE-2001,Grade 6 - National,70854,78241,Manager - HR Services & Specialist Advice Grade 6-East Midlands,1.0,Other,East Midlands
2479,Department for Education,Department for Education,"Education Estates Legal, Land and Planning",DFE-2207,Grade 6 - National,70854,78241,"Manager - Education Estates Legal, Land and Planning Grade 6 (Position Vacate:06/10/2025)-Unknown",1.0,Other,Unknown
2480,Department for Education,Department for Education,Insight and Statistics,DFE-2400,Grade 7 - National,58185,67219,Manager - Insight and Statistics Grade 7-North West,2.0,Other,North West
2481,Department for Education,Department for Education,T - Level Delivery ​,DFE-2626,Senior Executive Officer - National,42806,47047,Senior Executive Officer - T - Level Delivery ​ SEO-West Midlands,2.0,Other,West Midlands
2482,Department for Education,Department for Education,Capital Delivery,DFE-2568,HEO - National,36000,38229,Higher Executive Officer - Construction and External Technical Services HEO-North East,1.0,Other,North East
2483,Department for Education,Department for Education,Central Analysis Unit,DFE-2238,Grade 7 - National,58185,67219,Manager - Central Analysis Unit Grade 7-South West,0.83,Other,South West
2484,Department for Education,Department for Education,Funding Policy Unit,DFE-2009,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Funding Policy Unit SEO-North West,1.0,Other,North West
2485,Department for Education,Department for Education,Teacher Training and Recruitment,DFE-2541,HEO - National,36000,38229,Higher Executive Officer - Teacher Training and Recruitment HEO-East Midlands,2.0,Other,East Midlands
2486,Department for Education,Department for Education,Strategy and Portfolio,DFE-2277,Grade 6 - National,70854,78241,Manager - Strategy and Portfolio Grade 6-North West,1.0,Other,North West
2487,Department for Education,Department for Education,SFSO Central Division,DFE-2202,Grade 7 - National,58185,67219,Manager - SFSO Central Division Gade 7-North West,1.0,Other,North West
2488,Department for Education,Department for Education,Policy Lab,DFE-2630,Senior Executive Officer - London,46971,51973,Senior Executive Officer - Policy Lab SEO-London,1.81,Other,London
2489,Department for Education,Department for Education,Attendance,DFE-2533,HEO - National,36000,38229,Higher Executive Officer - Attendance HEO-North West,2.0,Other,North West
2490,Department for Education,Department for Education,Teacher Training and Recruitment,DFE-2541,HEO - National,36000,38229,Higher Executive Officer - Teacher Training and Recruitment HEO-Yorkshire and The Humber,0.6,Other,Yorkshire and The Humber
2491,Department for Education,Department for Education,"Early Years Quality, Recovery and Welfare",DFE-2240,Senior Executive Officer - National,42806,47047,"Senior Executive Officer - Early Years Quality, Recovery and Welfare SEO-South West",1.8,Other,South West
2492,Department for Education,Department for Education,Essential Skills and Multiply,DFE-2104,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Essential Skills and Multiply SEO-West Midlands,1.0,Other,West Midlands
2493,Department for Education,Department for Education,Advanced Analytics Division,DFE-2557,HEO - National,36000,38229,Higher Executive Officer - Advanced Analytics HEO-South West,1.0,Other,South West
2494,Department for Education,Department for Education,Cyber and Information Security (CISO),DFE-2485,Grade 7 - National,58185,67219,Manager - Cyber and Information Security (CISO) Grade 7-East Of England,1.0,Other,East Of England
2495,Department for Education,Department for Education,Strategy and Qualifications,DFE-2341,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Strategy and Qualifications SEO-North West,1.0,Other,North West
2496,Department for Education,Department for Education,CS Policy Profession Unit,DFE-2498,Senior Executive Officer - National,42806,47047,Senior Executive Officer - CS Policy Profession Unit SEO-East Midlands,2.0,Other,East Midlands
2497,Department for Education,Department for Education,Technical Education & Qualification Reforms,DFE-2093,HEO - National,36000,38229,Higher Executive Officer - Technical Education & Qualification Reform​s HEO-North East,1.0,Other,North East
2498,Department for Education,Department for Education,Policy Lab,DFE-2630,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Policy Lab SEO-West Midlands,1.0,Other,West Midlands
2499,Department for Education,Department for Education,Skills Strategy and Delivery,DFE-2570,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Skills Strategy and Delivery SEO-South West,1.0,Other,South West
2500,Department for Education,Department for Education,Technology Operations,DFE-2461,EO - National,31479,31479,Executive Officer - Technology Operations EO-East Midlands,4.0,Other,East Midlands
2501,Department for Education,Department for Education,DfE Covid-19 Inquiry Response,DFE-2369,HEO - National,36000,38229,Higher Executive Officer - DfE Covid-19 Inquiry Response HEO-North East,1.0,Other,North East
2502,Department for Education,Department for Education,Commercial Operations,DFE-2355,HEO - National,36000,38229,Higher Executive Officer - Commercial Operations HEO-East Midlands,3.0,Other,East Midlands
2503,Department for Education,Department for Education,Customer Experience & Design,DFE-2478,Grade 6 - National,70854,78241,Manager - Customer Experience & Design Grade 6-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2504,Department for Education,Department for Education,Improvement and Insight,DFE-2223,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Improvement and Insight Grade 7-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2505,Department for Education,Department for Education,Schools Regulation and Quality,DFE-2212,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Schools Regulation and Quality SEO-South West,1.0,Other,South West
2506,Department for Education,Department for Education,Regions Group: National,DFE-2577,EO - National,31479,31479,Executive Officer - Regions Group: National EO-North East,14.0,Other,North East
2507,Department for Education,Department for Education,International Placements,DFE-2491,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Strategy Group - DG Office SEO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
2508,Department for Education,Department for Education,Sustainability and Strategic Projects,DFE-2311,Grade 7 - National,58185,67219,Manager - Disadvantage and Strategic Policy Grade 7-South West,1.0,Other,South West
2509,Department for Education,Department for Education,Digital Strategy,DFE-2694,Grade 7 - National,58185,67219,Manager - Digital Strategy Grade 7-North West,3.0,Other,North West
2510,Department for Education,Department for Education,"Capability, Investments, Analysis and Reporting",DFE-2162,G7 (Accountant) - National,58437,67219,"Manager - Capability, Investments, Analysis and Reporting Grade 7-West Midlands",1.0,Other,West Midlands
2511,Department for Education,Department for Education,"English, Maths, Music & Arts",DFE-2418,EO - National,31479,31479,"Executive Officer - English, Maths, Music & Arts EO-Yorkshire and The Humber",3.0,Other,Yorkshire and The Humber
2512,Department for Education,Department for Education,Family Hubs and Early Years Interventions,DFE-2654,Grade 7 - National,58185,67219,Manager - Family Hubs and Early Years Interventions Grade 7-Yorkshire and The Humber,2.72,Other,Yorkshire and The Humber
2513,Department for Education,Department for Education,Skills Policy Analysis​,DFE-2520,Grade 7 - National,58185,67219,Manager - Skills Policy Analysis​ Grade 7-West Midlands,1.0,Other,West Midlands
2514,Department for Education,Department for Education,Digital Strategy,DFE-2694,Senior Executive Officer - National,42806,47047,Senior Executive Officer - Digital Strategy SEO-Yorkshire and The Humber,1.0,Other,Yorkshire and The Humber
